% number of locations
50
% for each location: node, x, y
0, 0, 0
1, 889, 615
2, 586, 711
3, 405, 469
4, 966, 878
5, 482, 356
6, 418, 690
7, 371, 556
8, 864, 582
9, 842, 543
10, 822, 568
11, 790, 651
12, 866, 660
13, 907, 552
14, 552, 739
15, 547, 777
16, 555, 749
17, 585, 705
18, 612, 626
19, 491, 834
20, 435, 443
21, 430, 511
22, 359, 406
23, 384, 485
24, 388, 499
25, 347, 437
26, 939, 902
27, 950, 870
28, 975, 892
29, 926, 897
30, 910, 803
31, 960, 792
32, 496, 462
33, 540, 410
34, 463, 372
35, 552, 361
36, 509, 444
37, 423, 260
38, 421, 627
39, 501, 680
40, 492, 788
41, 447, 816
42, 457, 696
43, 424, 716
44, 342, 614
45, 379, 641
46, 423, 559
47, 373, 537
48, 460, 527
49, 296, 531
% number of vessels
10
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 1500, 3, 20, 12, 15000 
2, 2000, 6, 22, 17, 17500 
3, 2750, 11, 25, 25, 22500 
% number of charging stations
7
% for each charging station: node, x, y
1, 889, 615
2, 586, 711
3, 405, 469
4, 966, 878
5, 482, 356
6, 418, 690
7, 371, 556
% number of jobs
42
% for each job: node, crew needed
8, 4
9, 7
10, 4
11, 5
12, 2
13, 9
14, 8
15, 6
16, 4
17, 3
18, 5
19, 4
20, 2
21, 6
22, 7
23, 5
24, 3
25, 8
26, 7
27, 4
28, 5
29, 4
30, 5
31, 4
32, 7
33, 8
34, 4
35, 5
36, 1
37, 8
38, 4
39, 6
40, 6
41, 5
42, 5
43, 7
44, 4
45, 6
46, 9
47, 6
48, 4
49, 4
% number of nodes
84
% for each node: node, binary
8, 0
8, 1
9, 0
9, 1
10, 0
10, 1
11, 0
11, 1
12, 0
12, 1
13, 0
13, 1
14, 0
14, 1
15, 0
15, 1
16, 0
16, 1
17, 0
17, 1
18, 0
18, 1
19, 0
19, 1
20, 0
20, 1
21, 0
21, 1
22, 0
22, 1
23, 0
23, 1
24, 0
24, 1
25, 0
25, 1
26, 0
26, 1
27, 0
27, 1
28, 0
28, 1
29, 0
29, 1
30, 0
30, 1
31, 0
31, 1
32, 0
32, 1
33, 0
33, 1
34, 0
34, 1
35, 0
35, 1
36, 0
36, 1
37, 0
37, 1
38, 0
38, 1
39, 0
39, 1
40, 0
40, 1
41, 0
41, 1
42, 0
42, 1
43, 0
43, 1
44, 0
44, 1
45, 0
45, 1
46, 0
46, 1
47, 0
47, 1
48, 0
48, 1
49, 0
49, 1
% costs
% fixed penalty
5000
% penalty per crew
1000
% preprocessing
% PreferredCS 
(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)
