% number of locations
36
% for each location: node, x, y
0, 0, 0
1, 153, 820
2, 440, 150
3, 247, 899
4, 128, 260
5, 162, 512
6, 186, 769
7, 181, 834
8, 120, 852
9, 101, 868
10, 144, 871
11, 130, 862
12, 401, 197
13, 495, 222
14, 458, 0
15, 421, 202
16, 498, 106
17, 466, 186
18, 349, 909
19, 231, 786
20, 208, 906
21, 256, 823
22, 232, 932
23, 234, 909
24, 154, 191
25, 145, 261
26, 48, 225
27, 134, 228
28, 172, 173
29, 130, 219
30, 201, 435
31, 206, 514
32, 115, 460
33, 63, 611
34, 125, 497
35, 163, 524
% number of vessels
7
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 2000, 1, 20, 10, 5000 
2, 3000, 2, 22, 15, 10000 
3, 4500, 3.5, 25, 25, 17000 
% number of charging stations
5
% for each charging station: node, x, y
1, 153, 820
2, 440, 150
3, 247, 899
4, 128, 260
5, 162, 512
% number of jobs
30
% for each job: node, crew needed
6, 4
7, 5
8, 4
9, 1
10, 5
11, 1
12, 8
13, 5
14, 6
15, 6
16, 5
17, 5
18, 6
19, 2
20, 6
21, 4
22, 7
23, 3
24, 5
25, 2
26, 3
27, 8
28, 6
29, 2
30, 7
31, 4
32, 3
33, 1
34, 1
35, 3
% number of nodes
60
% for each node: node, binary
6, 0
6, 1
7, 0
7, 1
8, 0
8, 1
9, 0
9, 1
10, 0
10, 1
11, 0
11, 1
12, 0
12, 1
13, 0
13, 1
14, 0
14, 1
15, 0
15, 1
16, 0
16, 1
17, 0
17, 1
18, 0
18, 1
19, 0
19, 1
20, 0
20, 1
21, 0
21, 1
22, 0
22, 1
23, 0
23, 1
24, 0
24, 1
25, 0
25, 1
26, 0
26, 1
27, 0
27, 1
28, 0
28, 1
29, 0
29, 1
30, 0
30, 1
31, 0
31, 1
32, 0
32, 1
33, 0
33, 1
34, 0
34, 1
35, 0
35, 1
% costs
% fixed penalty
2000
% penalty per crew
750
% preprocessing
% PreferredCS 
(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)
