% number of locations
133
% for each location: node, x, y
0, 0, 0
1, 748, 854
2, 432, 661
3, 545, 186
4, 682, 802
5, 762, 751
6, 825, 408
7, 241, 610
8, 961, 257
9, 757, 525
10, 441, 529
11, 472, 999
12, 778, 901
13, 708, 771
14, 724, 813
15, 710, 953
16, 678, 881
17, 791, 835
18, 777, 889
19, 746, 812
20, 776, 871
21, 733, 882
22, 808, 899
23, 526, 749
24, 401, 664
25, 399, 621
26, 493, 688
27, 429, 687
28, 359, 604
29, 496, 714
30, 431, 603
31, 417, 617
32, 511, 711
33, 479, 644
34, 550, 215
35, 528, 172
36, 471, 149
37, 558, 182
38, 593, 190
39, 502, 200
40, 562, 163
41, 577, 150
42, 449, 124
43, 522, 141
44, 487, 175
45, 625, 709
46, 754, 787
47, 580, 790
48, 602, 791
49, 667, 892
50, 681, 856
51, 763, 795
52, 664, 753
53, 724, 839
54, 594, 794
55, 709, 862
56, 757, 728
57, 781, 739
58, 782, 764
59, 711, 793
60, 757, 837
61, 784, 776
62, 838, 731
63, 763, 772
64, 777, 763
65, 754, 867
66, 751, 749
67, 818, 426
68, 889, 386
69, 819, 377
70, 793, 359
71, 836, 434
72, 887, 455
73, 762, 438
74, 809, 327
75, 873, 443
76, 865, 517
77, 734, 449
78, 243, 584
79, 278, 552
80, 283, 665
81, 240, 625
82, 276, 537
83, 229, 579
84, 211, 664
85, 365, 628
86, 272, 532
87, 193, 634
88, 357, 572
89, 944, 295
90, 1000, 235
91, 921, 261
92, 927, 206
93, 986, 216
94, 989, 256
95, 963, 284
96, 910, 168
97, 939, 355
98, 946, 270
99, 1000, 259
100, 742, 540
101, 703, 523
102, 711, 535
103, 643, 511
104, 759, 566
105, 721, 518
106, 668, 503
107, 772, 496
108, 816, 573
109, 796, 423
110, 684, 498
111, 488, 620
112, 426, 501
113, 461, 554
114, 423, 548
115, 418, 543
116, 515, 577
117, 385, 501
118, 437, 491
119, 375, 492
120, 498, 506
121, 411, 435
122, 550, 990
123, 434, 987
124, 445, 963
125, 487, 1000
126, 479, 923
127, 453, 920
128, 480, 1000
129, 468, 987
130, 477, 1000
131, 488, 982
132, 513, 978
% number of vessels
35
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 2000, 1, 20, 10, 5000 
2, 3000, 2, 22, 15, 10000 
3, 4500, 3.5, 25, 25, 17000 
% number of charging stations
11
% for each charging station: node, x, y
1, 748, 854
2, 432, 661
3, 545, 186
4, 682, 802
5, 762, 751
6, 825, 408
7, 241, 610
8, 961, 257
9, 757, 525
10, 441, 529
11, 472, 999
% number of jobs
121
% for each job: node, crew needed
12, 6
13, 4
14, 2
15, 4
16, 5
17, 6
18, 11
19, 5
20, 6
21, 4
22, 5
23, 6
24, 5
25, 5
26, 2
27, 3
28, 4
29, 5
30, 6
31, 1
32, 5
33, 7
34, 12
35, 7
36, 6
37, 3
38, 6
39, 6
40, 5
41, 1
42, 2
43, 5
44, 6
45, 6
46, 4
47, 3
48, 4
49, 5
50, 5
51, 6
52, 4
53, 5
54, 3
55, 5
56, 6
57, 3
58, 5
59, 6
60, 1
61, 9
62, 6
63, 4
64, 2
65, 5
66, 7
67, 5
68, 7
69, 2
70, 1
71, 5
72, 3
73, 3
74, 3
75, 3
76, 5
77, 1
78, 6
79, 2
80, 3
81, 8
82, 8
83, 4
84, 5
85, 5
86, 4
87, 3
88, 4
89, 5
90, 7
91, 5
92, 5
93, 3
94, 1
95, 3
96, 2
97, 3
98, 1
99, 2
100, 6
101, 6
102, 5
103, 3
104, 5
105, 4
106, 2
107, 5
108, 9
109, 8
110, 3
111, 8
112, 6
113, 5
114, 7
115, 4
116, 5
117, 4
118, 4
119, 5
120, 2
121, 2
122, 7
123, 4
124, 6
125, 7
126, 3
127, 3
128, 5
129, 5
130, 4
131, 5
132, 2
% number of nodes
242
% for each node: node, binary
12, 0
12, 1
13, 0
13, 1
14, 0
14, 1
15, 0
15, 1
16, 0
16, 1
17, 0
17, 1
18, 0
18, 1
19, 0
19, 1
20, 0
20, 1
21, 0
21, 1
22, 0
22, 1
23, 0
23, 1
24, 0
24, 1
25, 0
25, 1
26, 0
26, 1
27, 0
27, 1
28, 0
28, 1
29, 0
29, 1
30, 0
30, 1
31, 0
31, 1
32, 0
32, 1
33, 0
33, 1
34, 0
34, 1
35, 0
35, 1
36, 0
36, 1
37, 0
37, 1
38, 0
38, 1
39, 0
39, 1
40, 0
40, 1
41, 0
41, 1
42, 0
42, 1
43, 0
43, 1
44, 0
44, 1
45, 0
45, 1
46, 0
46, 1
47, 0
47, 1
48, 0
48, 1
49, 0
49, 1
50, 0
50, 1
51, 0
51, 1
52, 0
52, 1
53, 0
53, 1
54, 0
54, 1
55, 0
55, 1
56, 0
56, 1
57, 0
57, 1
58, 0
58, 1
59, 0
59, 1
60, 0
60, 1
61, 0
61, 1
62, 0
62, 1
63, 0
63, 1
64, 0
64, 1
65, 0
65, 1
66, 0
66, 1
67, 0
67, 1
68, 0
68, 1
69, 0
69, 1
70, 0
70, 1
71, 0
71, 1
72, 0
72, 1
73, 0
73, 1
74, 0
74, 1
75, 0
75, 1
76, 0
76, 1
77, 0
77, 1
78, 0
78, 1
79, 0
79, 1
80, 0
80, 1
81, 0
81, 1
82, 0
82, 1
83, 0
83, 1
84, 0
84, 1
85, 0
85, 1
86, 0
86, 1
87, 0
87, 1
88, 0
88, 1
89, 0
89, 1
90, 0
90, 1
91, 0
91, 1
92, 0
92, 1
93, 0
93, 1
94, 0
94, 1
95, 0
95, 1
96, 0
96, 1
97, 0
97, 1
98, 0
98, 1
99, 0
99, 1
100, 0
100, 1
101, 0
101, 1
102, 0
102, 1
103, 0
103, 1
104, 0
104, 1
105, 0
105, 1
106, 0
106, 1
107, 0
107, 1
108, 0
108, 1
109, 0
109, 1
110, 0
110, 1
111, 0
111, 1
112, 0
112, 1
113, 0
113, 1
114, 0
114, 1
115, 0
115, 1
116, 0
116, 1
117, 0
117, 1
118, 0
118, 1
119, 0
119, 1
120, 0
120, 1
121, 0
121, 1
122, 0
122, 1
123, 0
123, 1
124, 0
124, 1
125, 0
125, 1
126, 0
126, 1
127, 0
127, 1
128, 0
128, 1
129, 0
129, 1
130, 0
130, 1
131, 0
131, 1
132, 0
132, 1
% costs
% fixed penalty
2000
% penalty per crew
750
% preprocessing
% PreferredCS 
(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
